id,nombre,altura,peso,experiencia_base,es_predeterminado,tipos,habilidades,hp,ataque,defensa,ataque_especial,defensa_especial,velocidad,stat_total,url_sprite,url_imagen_oficial
789,Cosmog,0.2,0.1,40.0,True,Psychic,Unaware,43,29,31,29,31,37,200,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/789.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/789.png
790,Cosmoem,0.1,999.9,140.0,True,Psychic,Sturdy,43,29,131,29,131,37,400,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/790.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/790.png
791,Solgaleo,3.4,230.0,306.0,True,"Psychic,Steel",Full-metal-body,137,137,107,113,89,97,680,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/791.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/791.png
792,Lunala,4.0,120.0,306.0,True,"Psychic,Ghost",Shadow-shield,137,113,89,137,107,97,680,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/792.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/792.png
793,Nihilego,1.2,55.5,257.0,True,"Rock,Poison",Beast-boost,109,53,47,127,131,103,570,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/793.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/793.png
794,Buzzwole,2.4,333.6,257.0,True,"Bug,Fighting",Beast-boost,107,139,139,53,53,79,570,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/794.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/794.png
795,Pheromosa,1.8,25.0,257.0,True,"Bug,Fighting",Beast-boost,71,137,37,137,37,151,570,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/795.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/795.png
796,Xurkitree,3.8,100.0,257.0,True,Electric,Beast-boost,83,89,71,173,71,83,570,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/796.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/796.png
797,Celesteela,9.2,999.9,257.0,True,"Steel,Flying",Beast-boost,97,101,103,107,101,61,570,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/797.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/797.png
798,Kartana,0.3,0.1,257.0,True,"Grass,Steel",Beast-boost,59,181,131,59,31,109,570,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/798.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/798.png
799,Guzzlord,5.5,888.0,257.0,True,"Dark,Dragon",Beast-boost,223,101,53,97,53,43,570,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/799.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/799.png
800,Necrozma,2.4,230.0,270.0,True,Psychic,Prism-armor,97,107,101,127,89,79,600,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/800.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/800.png
801,Magearna,1.0,80.5,270.0,True,"Steel,Fairy",Soul-heart,80,95,115,130,115,65,600,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/801.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/801.png
802,Marshadow,0.7,22.2,270.0,True,"Fighting,Ghost",Technician,90,125,80,90,90,125,600,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/802.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/802.png
803,Poipole,0.6,1.8,189.0,True,Poison,Beast-boost,67,73,67,73,67,73,420,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/803.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/803.png
804,Naganadel,3.6,150.0,243.0,True,"Poison,Dragon",Beast-boost,73,73,73,127,73,121,540,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/804.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/804.png
805,Stakataka,5.5,820.0,257.0,True,"Rock,Steel",Beast-boost,61,131,211,53,101,13,570,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/805.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/805.png
806,Blacephalon,1.8,13.0,257.0,True,"Fire,Ghost",Beast-boost,53,127,53,151,79,107,570,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/806.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/806.png
807,Zeraora,1.5,44.5,270.0,True,Electric,Volt-absorb,88,112,75,102,80,143,600,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/807.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/807.png
808,Meltan,0.2,8.0,135.0,True,Steel,Magnet-pull,46,65,65,55,35,34,300,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/808.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/808.png
809,Melmetal,2.5,800.0,270.0,True,Steel,Iron-fist,135,143,143,80,65,34,600,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/809.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/809.png
810,Grookey,0.3,5.0,62.0,True,Grass,"Overgrow,Grassy-surge",50,65,50,40,40,65,310,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/810.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/810.png
811,Thwackey,0.7,14.0,147.0,True,Grass,"Overgrow,Grassy-surge",70,85,70,55,60,80,420,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/811.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/811.png
812,Rillaboom,2.1,90.0,265.0,True,Grass,"Overgrow,Grassy-surge",100,125,90,60,70,85,530,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/812.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/812.png
813,Scorbunny,0.3,4.5,62.0,True,Fire,"Blaze,Libero",50,71,40,40,40,69,310,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/813.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/813.png
814,Raboot,0.6,9.0,147.0,True,Fire,"Blaze,Libero",65,86,60,55,60,94,420,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/814.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/814.png
815,Cinderace,1.4,33.0,265.0,True,Fire,"Blaze,Libero",80,116,75,65,75,119,530,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/815.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/815.png
816,Sobble,0.3,4.0,62.0,True,Water,"Torrent,Sniper",50,40,40,70,40,70,310,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/816.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/816.png
817,Drizzile,0.7,11.5,147.0,True,Water,"Torrent,Sniper",65,60,55,95,55,90,420,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/817.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/817.png
818,Inteleon,1.9,45.2,265.0,True,Water,"Torrent,Sniper",70,85,65,125,65,120,530,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/818.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/818.png
819,Skwovet,0.3,2.5,55.0,True,Normal,"Cheek-pouch,Gluttony",70,55,55,35,35,25,275,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/819.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/819.png
820,Greedent,0.6,6.0,161.0,True,Normal,"Cheek-pouch,Gluttony",120,95,95,55,75,20,460,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/820.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/820.png
821,Rookidee,0.2,1.8,49.0,True,Flying,"Keen-eye,Unnerve,Big-pecks",38,47,35,33,35,57,245,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/821.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/821.png
822,Corvisquire,0.8,16.0,128.0,True,Flying,"Keen-eye,Unnerve,Big-pecks",68,67,55,43,55,77,365,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/822.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/822.png
823,Corviknight,2.2,75.0,248.0,True,"Flying,Steel","Pressure,Unnerve,Mirror-armor",98,87,105,53,85,67,495,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/823.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/823.png
824,Blipbug,0.4,8.0,36.0,True,Bug,"Swarm,Compound-eyes,Telepathy",25,20,20,25,45,45,180,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/824.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/824.png
825,Dottler,0.4,19.5,117.0,True,"Bug,Psychic","Swarm,Compound-eyes,Telepathy",50,35,80,50,90,30,335,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/825.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/825.png
826,Orbeetle,0.4,40.8,253.0,True,"Bug,Psychic","Swarm,Frisk,Telepathy",60,45,110,80,120,90,505,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/826.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/826.png
827,Nickit,0.6,8.9,49.0,True,Dark,"Run-away,Unburden,Stakeout",40,28,28,47,52,50,245,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/827.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/827.png
828,Thievul,1.2,19.9,159.0,True,Dark,"Run-away,Unburden,Stakeout",70,58,58,87,92,90,455,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/828.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/828.png
829,Gossifleur,0.4,2.2,50.0,True,Grass,"Cotton-down,Regenerator,Effect-spore",40,40,60,40,60,10,250,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/829.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/829.png
830,Eldegoss,0.5,2.5,161.0,True,Grass,"Cotton-down,Regenerator,Effect-spore",60,50,90,80,120,60,460,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/830.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/830.png
831,Wooloo,0.6,6.0,122.0,True,Normal,"Fluffy,Run-away,Bulletproof",42,40,55,40,45,48,270,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/831.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/831.png
832,Dubwool,1.3,43.0,172.0,True,Normal,"Fluffy,Steadfast,Bulletproof",72,80,100,60,90,88,490,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/832.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/832.png
833,Chewtle,0.3,8.5,57.0,True,Water,"Strong-jaw,Shell-armor,Swift-swim",50,64,50,38,38,44,284,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/833.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/833.png
834,Drednaw,1.0,115.5,170.0,True,"Water,Rock","Strong-jaw,Shell-armor,Swift-swim",90,115,90,48,68,74,485,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/834.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/834.png
835,Yamper,0.3,13.5,54.0,True,Electric,"Ball-fetch,Rattled",59,45,50,40,50,26,270,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/835.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/835.png
836,Boltund,1.0,34.0,172.0,True,Electric,"Strong-jaw,Competitive",69,90,60,90,60,121,490,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/836.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/836.png
837,Rolycoly,0.3,12.0,48.0,True,Rock,"Steam-engine,Heatproof,Flash-fire",30,40,50,40,50,30,240,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/837.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/837.png
838,Carkol,1.1,78.0,144.0,True,"Rock,Fire","Steam-engine,Flame-body,Flash-fire",80,60,90,60,70,50,410,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/838.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/838.png
839,Coalossal,2.8,310.5,255.0,True,"Rock,Fire","Steam-engine,Flame-body,Flash-fire",110,80,120,80,90,30,510,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/839.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/839.png
840,Applin,0.2,0.5,52.0,True,"Grass,Dragon","Ripen,Gluttony,Bulletproof",40,40,80,40,40,20,260,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/840.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/840.png
841,Flapple,0.3,1.0,170.0,True,"Grass,Dragon","Ripen,Gluttony,Hustle",70,110,80,95,60,70,485,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/841.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/841.png
842,Appletun,0.4,13.0,170.0,True,"Grass,Dragon","Ripen,Gluttony,Thick-fat",110,85,80,100,80,30,485,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/842.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/842.png
843,Silicobra,2.2,7.6,63.0,True,Ground,"Sand-spit,Shed-skin,Sand-veil",52,57,75,35,50,46,315,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/843.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/843.png
844,Sandaconda,3.8,65.5,179.0,True,Ground,"Sand-spit,Shed-skin,Sand-veil",72,107,125,65,70,71,510,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/844.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/844.png
845,Cramorant,0.8,18.0,166.0,True,"Flying,Water",Gulp-missile,70,85,55,85,95,85,475,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/845.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/845.png
846,Arrokuda,0.5,1.0,56.0,True,Water,"Swift-swim,Propeller-tail",41,63,40,40,30,66,280,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/846.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/846.png
847,Barraskewda,1.3,30.0,172.0,True,Water,"Swift-swim,Propeller-tail",61,123,60,60,50,136,490,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/847.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/847.png
848,Toxel,0.4,11.0,48.0,True,"Electric,Poison","Rattled,Static,Klutz",40,38,35,54,35,40,242,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/848.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/848.png
849,Toxtricity-amped,1.6,40.0,176.0,True,"Electric,Poison","Punk-rock,Plus,Technician",75,98,70,114,70,75,502,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/849.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/849.png
850,Sizzlipede,0.7,1.0,61.0,True,"Fire,Bug","Flash-fire,White-smoke,Flame-body",50,65,45,50,50,45,305,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/850.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/850.png
851,Centiskorch,3.0,120.0,184.0,True,"Fire,Bug","Flash-fire,White-smoke,Flame-body",100,115,65,90,90,65,525,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/851.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/851.png
852,Clobbopus,0.6,4.0,62.0,True,Fighting,"Limber,Technician",50,68,60,50,50,32,310,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/852.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/852.png
853,Grapploct,1.6,39.0,168.0,True,Fighting,"Limber,Technician",80,118,90,70,80,42,480,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/853.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/853.png
854,Sinistea,0.1,0.2,62.0,True,Ghost,"Weak-armor,Cursed-body",40,45,45,74,54,50,308,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/854.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/854.png
855,Polteageist,0.2,0.4,178.0,True,Ghost,"Weak-armor,Cursed-body",60,65,65,134,114,70,508,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/855.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/855.png
856,Hatenna,0.4,3.4,53.0,True,Psychic,"Healer,Anticipation,Magic-bounce",42,30,45,56,53,39,265,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/856.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/856.png
857,Hattrem,0.6,4.8,130.0,True,Psychic,"Healer,Anticipation,Magic-bounce",57,40,65,86,73,49,370,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/857.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/857.png
858,Hatterene,2.1,5.1,255.0,True,"Psychic,Fairy","Healer,Anticipation,Magic-bounce",57,90,95,136,103,29,510,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/858.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/858.png
